col,Class,Clip,Label
1336,Clock tick,4-181865-A.ogg,12
1337,Door knock,5-218981-A.ogg,21
1338,Hen,1-5996-A.ogg,30
1339,Keyboard typing,3-125548-A.ogg,32
1340,Crying baby,4-185575-C.ogg,18
1341,Glass breaking,3-203374-A.ogg,27
1342,Footsteps,4-194979-A.ogg,25
1343,Helicopter,4-193480-B.ogg,29
1344,Toilet flush,3-98771-A.ogg,45
1345,Thunderstorm,4-161519-A.ogg,44
1346,Airplane,5-215447-A.ogg,1
1347,Crying baby,5-198411-E.ogg,18
1348,Crickets,5-215172-A.ogg,16
1349,Thunderstorm,2-39945-B.ogg,44
1350,Footsteps,4-218304-B.ogg,25
1351,Keyboard typing,3-154781-A.ogg,32
1352,Breathing,2-54962-A.ogg,2
1353,Engine,2-106015-B.ogg,23
1354,Toilet flush,2-65484-A.ogg,45
1355,Car horn,3-146697-A.ogg,5
1356,Can opening,2-130245-A.ogg,4
1357,Breathing,1-18631-A.ogg,2
1358,Frog,5-187201-A.ogg,26
1359,Crow,5-213836-A.ogg,17
1360,Door knock,1-103995-A.ogg,21
1361,Vacuum cleaner,3-159347-B.ogg,47
1362,Fireworks,1-115546-A.ogg,24
1363,Crow,5-213836-C.ogg,17
1364,Chainsaw,3-118656-A.ogg,7
1365,Helicopter,3-150979-B.ogg,29
1366,Fireworks,5-160614-C.ogg,24
1367,Chainsaw,5-216370-A.ogg,7
1368,Insects (flying),5-194932-A.ogg,31
1369,Keyboard typing,1-94231-B.ogg,32
1370,Hand saw,2-51630-B.ogg,28
1371,Keyboard typing,5-216131-A.ogg,32
1372,Breathing,5-232816-A.ogg,2
1373,Can opening,3-166546-B.ogg,4
1374,Footsteps,2-209471-A.ogg,25
1375,Door knock,4-182034-A.ogg,21
1376,Engine,3-146186-A.ogg,23
1377,Clapping,3-181278-A.ogg,10
1378,Glass breaking,2-250710-A.ogg,27
1379,Laughing,2-62226-A.ogg,33
1380,Airplane,3-143562-A.ogg,1
1381,Can opening,2-81112-A.ogg,4
1382,Laughing,2-60795-A.ogg,33
1383,Rooster,4-164064-B.ogg,38
1384,Crying baby,4-59579-B.ogg,18
1385,Siren,4-111671-B.ogg,41
1386,Pouring water,5-214362-A.ogg,36
1387,Pig,1-208757-D.ogg,35
1388,Chirping birds,3-156581-A.ogg,8
1389,Hand saw,2-51630-A.ogg,28
1390,Crickets,4-195707-A.ogg,16
1391,Brushing teeth,2-94230-A.ogg,3
1392,Wind,2-109371-A.ogg,50
1393,Snoring,1-27405-A.ogg,43
1394,Clock alarm,1-14262-A.ogg,11
1395,Fireworks,5-160614-A.ogg,24
1396,Crickets,5-216216-A.ogg,16
1397,Laughing,5-242932-B.ogg,33
1398,Engine,1-62565-A.ogg,23
1399,Car horn,1-17124-A.ogg,5
1400,Crow,3-121348-A.ogg,17
1401,Insects (flying),2-81970-A.ogg,31
1402,Clapping,5-249937-A.ogg,10
1403,Crying baby,4-185575-C.ogg,18
1404,Hand saw,4-102844-A.ogg,28
1405,Breathing,1-30709-B.ogg,2
1406,Rain,4-180380-A.ogg,37
1407,Door knock,4-211502-A.ogg,21
1408,Can opening,2-83688-A.ogg,4
1409,Crickets,1-57316-A.ogg,16
1410,Pig,5-103420-A.ogg,35
1411,Thunderstorm,4-165813-B.ogg,44
1412,Frog,3-71964-C.ogg,26
1413,Coughing,2-85292-A.ogg,13
1414,Crickets,5-204352-B.ogg,16
1415,Thunderstorm,4-125072-B.ogg,44
1416,Brushing teeth,3-118069-B.ogg,3
1417,Rain,4-163264-A.ogg,37
1418,Frog,1-18755-B.ogg,26
1419,Water drops,1-90797-A.ogg,49
1420,Helicopter,3-68630-A.ogg,29
1421,Clock alarm,4-151242-A.ogg,11
1422,Chainsaw,2-50668-B.ogg,7
1423,Chirping birds,4-223127-A.ogg,8
1424,Toilet flush,2-72677-A.ogg,45
1425,Engine,2-106014-A.ogg,23
1426,Footsteps,1-223162-A.ogg,25
1427,Pig,3-233151-A.ogg,35
1428,Coughing,1-52323-A.ogg,13
1429,Pig,4-250869-A.ogg,35
1430,Pouring water,2-102414-E.ogg,36
1431,Pouring water,1-79220-A.ogg,36
1432,Train,3-141559-A.ogg,46
1433,Chirping birds,3-155579-A.ogg,8
1434,Wind,4-144083-C.ogg,50
1435,Crickets,5-215179-A.ogg,16
1436,Pig,5-117250-A.ogg,35
1437,Hand saw,1-9887-A.ogg,28
1438,Dog,3-180256-A.ogg,19
1439,Car horn,2-125520-A.ogg,5
1440,Door - wood creaks,4-107120-A.ogg,20
1441,Thunderstorm,1-23222-A.ogg,44
1442,Sheep,4-196671-A.ogg,40
1443,Washing machine,3-151273-A.ogg,48
1444,Brushing teeth,5-238938-A.ogg,3
1445,Door - wood creaks,4-107117-A.ogg,20
1446,Pig,2-166644-B.ogg,35
1447,Cow,5-194899-D.ogg,14
1448,Pig,2-166644-A.ogg,35
1449,Sea waves,3-164120-A.ogg,39
1450,Fireworks,4-119647-D.ogg,24
1451,Insects (flying),3-110913-C.ogg,31
1452,Can opening,5-237795-A.ogg,4
1453,Hand saw,1-9887-A.ogg,28
1454,Glass breaking,1-85168-A.ogg,27
1455,Mouse click,5-238926-A.ogg,34
1456,Dog,2-122104-A.ogg,19
1457,Frog,5-156026-C.ogg,26
1458,Hen,4-244318-A.ogg,30
1459,Keyboard typing,5-223099-A.ogg,32
1460,Door - wood creaks,2-70344-A.ogg,20
1461,Siren,3-62878-A.ogg,41
1462,Sea waves,3-144827-B.ogg,39
1463,Footsteps,3-94342-A.ogg,25
1464,Chirping birds,1-100038-A.ogg,8
1465,Pouring water,3-145719-A.ogg,36
1466,Vacuum cleaner,1-19840-A.ogg,47
1467,Airplane,2-160888-A.ogg,1
1468,Car horn,5-179868-A.ogg,5
1469,Church bells,5-204741-A.ogg,9
1470,Airplane,4-255371-A.ogg,1
1471,Dog,5-208030-A.ogg,19
1472,Footsteps,3-94343-A.ogg,25
1473,Clapping,3-197435-A.ogg,10
1474,Can opening,4-216349-A.ogg,4
1475,Breathing,5-238492-A.ogg,2
1476,Insects (flying),5-195518-A.ogg,31
1477,Church bells,4-150364-A.ogg,9
1478,Coughing,4-157296-A.ogg,13
1479,Pouring water,1-67152-A.ogg,36
1480,Water drops,5-254832-A.ogg,49
1481,Cat,1-56380-B.ogg,6
1482,Clock alarm,5-250629-A.ogg,11
1483,Airplane,4-161099-A.ogg,1
1484,Vacuum cleaner,5-263902-A.ogg,47
1485,Pig,4-250869-A.ogg,35
1486,Chainsaw,4-165823-B.ogg,7
1487,Door knock,1-103995-A.ogg,21
1488,Hen,5-248341-C.ogg,30
1489,Helicopter,2-188822-A.ogg,29
1490,Coughing,2-87794-A.ogg,13
1491,Coughing,4-155650-B.ogg,13
1492,Clock alarm,3-139958-A.ogg,11
1493,Clapping,5-221567-A.ogg,10
1494,Train,2-135649-C.ogg,46
1495,Laughing,5-259514-A.ogg,33
1496,Engine,5-243773-B.ogg,23
1497,Crying baby,5-198411-D.ogg,18
1498,Toilet flush,3-112356-A.ogg,45
1499,Water drops,2-139748-B.ogg,49
1500,Frog,1-18755-B.ogg,26
1501,Hand saw,2-84693-A.ogg,28
1502,Train,4-165606-A.ogg,46
1503,Mouse click,4-201800-A.ogg,34
1504,Can opening,3-166546-A.ogg,4
1505,Brushing teeth,1-17092-A.ogg,3
1506,Chirping birds,2-72547-D.ogg,8
1507,Snoring,5-216368-A.ogg,43
1508,Vacuum cleaner,5-231551-A.ogg,47
1509,Church bells,3-98869-A.ogg,9
1510,Brushing teeth,4-172500-B.ogg,3
1511,Train,1-54065-B.ogg,46
1512,Sneezing,3-142601-A.ogg,42
1513,Water drops,2-124564-A.ogg,49
1514,Chainsaw,3-118972-A.ogg,7
1515,Insects (flying),3-104761-B.ogg,31
1516,Airplane,1-53467-A.ogg,1
1517,Sea waves,4-182613-A.ogg,39
1518,Washing machine,2-102567-A.ogg,48
1519,Hen,4-200330-B.ogg,30
1520,Cow,2-103423-A.ogg,14
1521,Coughing,5-207681-A.ogg,13
1522,Sea waves,4-204618-A.ogg,39
1523,Glass breaking,3-203371-A.ogg,27
1524,Breathing,3-112557-A.ogg,2
1525,Crying baby,3-152007-B.ogg,18
1526,Fireworks,1-115545-A.ogg,24
1527,Crickets,2-85139-A.ogg,16
1528,Clock alarm,3-148297-A.ogg,11
1529,Hand saw,3-97909-A.ogg,28
1530,Pouring water,3-108451-A.ogg,36
1531,Washing machine,2-102567-B.ogg,48
1532,Insects (flying),5-194932-A.ogg,31
1533,Chirping birds,1-54918-B.ogg,8
1534,Thunderstorm,3-144891-B.ogg,44
1535,Frog,5-237499-A.ogg,26
1536,Fireworks,3-119120-D.ogg,24
1537,Wind,2-104952-A.ogg,50
1538,Drinking - sipping,4-213193-A.ogg,22
1539,Church bells,1-21421-A.ogg,9
1540,Hand saw,5-253101-B.ogg,28
1541,Breathing,5-261464-A.ogg,2
1542,Chirping birds,2-108761-A.ogg,8
1543,Engine,5-243783-A.ogg,23
1544,Clock alarm,1-67033-A.ogg,11
1545,Dog,1-100032-A.ogg,19
1546,Thunderstorm,5-188495-A.ogg,44
1547,Crackling fire,1-17150-A.ogg,15
1548,Keyboard typing,2-118459-B.ogg,32
1549,Thunderstorm,3-103050-A.ogg,44
1550,Chainsaw,5-216370-B.ogg,7
1551,Clapping,5-221950-A.ogg,10
1552,Train,5-197118-A.ogg,46
1553,Wind,3-246513-B.ogg,50
1554,Coughing,4-177835-A.ogg,13
1555,Fireworks,4-119648-D.ogg,24
1556,Toilet flush,4-152958-A.ogg,45
1557,Crackling fire,3-65748-A.ogg,15
1558,Washing machine,2-51173-A.ogg,48
1559,Church bells,3-98193-A.ogg,9
1560,Cow,1-69641-A.ogg,14
1561,Cat,4-161303-A.ogg,6
1562,Crying baby,3-152007-E.ogg,18
1563,Water drops,3-156907-A.ogg,49
1564,Crickets,2-83270-A.ogg,16
1565,Sea waves,5-208810-B.ogg,39
1566,Hand saw,4-102844-C.ogg,28
1567,Drinking - sipping,2-102581-A.ogg,22
1568,Toilet flush,5-197913-A.ogg,45
1569,Fireworks,4-119648-D.ogg,24
1570,Laughing,1-72695-A.ogg,33
1571,Rain,5-188655-A.ogg,37
1572,Chainsaw,4-165823-B.ogg,7
1573,Door - wood creaks,5-188606-A.ogg,20
1574,Crickets,2-80844-A.ogg,16
1575,Dog,3-157695-A.ogg,19
1576,Insects (flying),1-46938-A.ogg,31
1577,Chainsaw,2-50667-B.ogg,7
1578,Pig,2-166644-C.ogg,35
1579,Washing machine,4-218199-H.ogg,48
1580,Brushing teeth,3-139331-A.ogg,3
1581,Clapping,4-189832-B.ogg,10
1582,Washing machine,3-135469-A.ogg,48
1583,Engine,4-186936-A.ogg,23
1584,Brushing teeth,2-96904-A.ogg,3
1585,Siren,1-31482-A.ogg,41
1586,Keyboard typing,3-132830-A.ogg,32
1587,Glass breaking,3-216281-A.ogg,27
1588,Sneezing,1-81883-A.ogg,42
1589,Mouse click,2-138257-A.ogg,34
1590,Pig,2-37870-A.ogg,35
1591,Insects (flying),2-99955-A.ogg,31
1592,Cow,4-181955-C.ogg,14
1593,Drinking - sipping,2-122763-A.ogg,22
1594,Water drops,4-212604-C.ogg,49
1595,Frog,2-52789-A.ogg,26
1596,Laughing,5-171118-A.ogg,33
1597,Brushing teeth,5-220939-A.ogg,3
1598,Hand saw,4-198360-C.ogg,28
1599,Train,4-165933-A.ogg,46
1600,Crying baby,1-60997-B.ogg,18
1601,Brushing teeth,1-58923-B.ogg,3
1602,Crackling fire,5-215658-B.ogg,15
1603,Keyboard typing,5-215005-A.ogg,32
1604,Train,1-119125-A.ogg,46
1605,Siren,4-90014-A.ogg,41
1606,Clock tick,3-170383-A.ogg,12
1607,Brushing teeth,3-100024-B.ogg,3
1608,Drinking - sipping,1-56270-A.ogg,22
1609,Cat,5-214759-B.ogg,6
1610,Vacuum cleaner,4-172732-A.ogg,47
1611,Vacuum cleaner,4-172736-A.ogg,47
1612,Car horn,4-191015-A.ogg,5
1613,Breathing,4-207116-A.ogg,2
1614,Vacuum cleaner,2-141681-B.ogg,47
1615,Rain,2-101676-A.ogg,37
1616,Crying baby,3-152007-A.ogg,18
1617,Clapping,5-221568-A.ogg,10
1618,Dog,3-163459-A.ogg,19
1619,Mouse click,5-233019-A.ogg,34
1620,Sneezing,5-221593-A.ogg,42
1621,Footsteps,3-103597-A.ogg,25
1622,Train,2-122067-B.ogg,46
1623,Brushing teeth,4-172500-A.ogg,3
1624,Snoring,2-114609-A.ogg,43
1625,Washing machine,3-182710-B.ogg,48
1626,Toilet flush,2-85945-A.ogg,45
1627,Pig,1-260640-A.ogg,35
1628,Rain,5-181766-A.ogg,37
1629,Insects (flying),3-104761-A.ogg,31
1630,Keyboard typing,4-172180-A.ogg,32
1631,Siren,4-67358-A.ogg,41
1632,Frog,4-99193-B.ogg,26
1633,Clock tick,1-62850-A.ogg,12
1634,Car horn,2-144137-A.ogg,5
1635,Sneezing,5-221593-A.ogg,42
1636,Crackling fire,5-189212-A.ogg,15
1637,Train,4-165933-A.ogg,46
1638,Coughing,2-108017-A.ogg,13
1639,Insects (flying),4-130891-A.ogg,31
1640,Wind,3-117504-A.ogg,50
1641,Car horn,3-161010-A.ogg,5
1642,Sheep,3-140199-C.ogg,40
1643,Breathing,2-54961-A.ogg,2
1644,Brushing teeth,4-144468-A.ogg,3
1645,Car horn,5-179863-A.ogg,5
1646,Keyboard typing,1-62594-A.ogg,32
1647,Footsteps,4-194979-A.ogg,25
1648,Breathing,5-213293-A.ogg,2
1649,Helicopter,3-150979-A.ogg,29
1650,Door knock,5-218980-A.ogg,21
1651,Coughing,4-155650-B.ogg,13
1652,Door - wood creaks,4-107122-A.ogg,20
1653,Washing machine,5-181977-A.ogg,48
1654,Clapping,3-138114-A.ogg,10
1655,Chirping birds,2-108760-B.ogg,8
1656,Keyboard typing,1-62594-A.ogg,32
1657,Toilet flush,2-64332-A.ogg,45
1658,Door knock,5-251426-B.ogg,21
1659,Mouse click,3-167096-A.ogg,34
1660,Hand saw,2-51630-A.ogg,28
1661,Washing machine,4-218199-D.ogg,48
1662,Fireworks,3-119120-C.ogg,24
1663,Sheep,4-196672-A.ogg,40
1664,Pig,3-253081-A.ogg,35
1665,Pouring water,5-212734-A.ogg,36
1666,Crying baby,2-66637-B.ogg,18
1667,Siren,5-160551-A.ogg,41
1668,Can opening,1-68734-A.ogg,4
1669,Rooster,3-163288-A.ogg,38
1670,Hen,4-200330-A.ogg,30
1671,Keyboard typing,4-167155-A.ogg,32
1672,Water drops,2-124564-A.ogg,49
1673,Breathing,2-95567-A.ogg,2
1674,Can opening,1-68670-A.ogg,4
1675,Pouring water,2-102414-G.ogg,36
1676,Chainsaw,3-118658-B.ogg,7
1677,Dog,4-183992-A.ogg,19
1678,Chirping birds,5-243459-B.ogg,8
1679,Cow,1-202111-A.ogg,14
1680,Clapping,3-177083-A.ogg,10
1681,Vacuum cleaner,3-159346-B.ogg,47
1682,Helicopter,1-172649-D.ogg,29
1683,Crow,5-242711-A.ogg,17
1684,Helicopter,3-150979-C.ogg,29
1685,Airplane,4-161105-A.ogg,1
1686,Footsteps,4-117630-A.ogg,25
1687,Sheep,5-61635-A.ogg,40
1688,Cow,5-242492-A.ogg,14
1689,Train,3-135650-B.ogg,46
1690,Sneezing,3-142605-A.ogg,42
1691,Clock alarm,5-211408-A.ogg,11
1692,Brushing teeth,1-61534-A.ogg,3
1693,Toilet flush,3-100018-A.ogg,45
1694,Clock alarm,4-151242-A.ogg,11
1695,Brushing teeth,2-96904-A.ogg,3
1696,Insects (flying),3-105235-A.ogg,31
1697,Frog,5-156026-C.ogg,26
1698,Frog,5-237499-A.ogg,26
1699,Cat,3-146965-A.ogg,6
1700,Crow,4-188287-A.ogg,17
1701,Siren,4-102871-A.ogg,41
1702,Sheep,3-197408-B.ogg,40
1703,Sneezing,3-150231-A.ogg,42
1704,Insects (flying),5-233787-A.ogg,31
1705,Crying baby,2-151079-A.ogg,18
1706,Coughing,4-152995-A.ogg,13
1707,Water drops,2-64963-A.ogg,49
1708,Crow,3-127890-A.ogg,17
1709,Coughing,3-151213-A.ogg,13
1710,Pig,2-158746-C.ogg,35
1711,Crickets,5-216214-A.ogg,16
1712,Pouring water,5-205589-A.ogg,36
1713,Vacuum cleaner,2-141682-B.ogg,47
1714,Airplane,2-78781-A.ogg,1
1715,Crickets,2-125875-A.ogg,16
1716,Car horn,4-176631-A.ogg,5
1717,Cow,5-194899-C.ogg,14
1718,Chirping birds,4-216211-A.ogg,8
1719,Mouse click,5-232802-A.ogg,34
1720,Water drops,4-174797-A.ogg,49
1721,Fireworks,5-160614-D.ogg,24
1722,Coughing,4-169726-A.ogg,13
1723,Sea waves,4-204618-A.ogg,39
1724,Clock tick,4-188033-A.ogg,12
1725,Laughing,2-79769-A.ogg,33
1726,Crickets,5-216214-A.ogg,16
1727,Cat,5-177614-A.ogg,6
1728,Can opening,4-215635-A.ogg,4
1729,Clapping,5-218494-A.ogg,10
1730,Chainsaw,5-171653-A.ogg,7
1731,Vacuum cleaner,3-152020-A.ogg,47
1732,Clock alarm,4-172366-A.ogg,11
1733,Door - wood creaks,5-173568-A.ogg,20
1734,Toilet flush,2-65484-A.ogg,45
1735,Vacuum cleaner,5-182012-A.ogg,47
1736,Can opening,4-188003-A.ogg,4
1737,Engine,4-186935-A.ogg,23
1738,Water drops,3-164593-A.ogg,49
1739,Rooster,5-200334-B.ogg,38
1740,Train,5-199284-A.ogg,46
1741,Glass breaking,4-204777-B.ogg,27
1742,Wind,5-217186-A.ogg,50
1743,Door - wood creaks,3-103401-B.ogg,20
1744,Sea waves,3-166422-A.ogg,39
1745,Train,1-54065-B.ogg,46
1746,Sneezing,4-156843-A.ogg,42
1747,Washing machine,4-218199-F.ogg,48
1748,Door - wood creaks,5-187444-A.ogg,20
1749,Car horn,4-175855-A.ogg,5
1750,Fireworks,2-117615-E.ogg,24
1751,Door knock,1-81001-A.ogg,21
1752,Wind,3-117504-A.ogg,50
1753,Crow,5-242711-A.ogg,17
1754,Cow,2-103428-A.ogg,14
1755,Footsteps,5-234263-A.ogg,25
1756,Coughing,3-125418-A.ogg,13
1757,Brushing teeth,4-154405-A.ogg,3
1758,Clock alarm,1-96890-A.ogg,11
1759,Toilet flush,1-46274-A.ogg,45
1760,Washing machine,2-102567-D.ogg,48
1761,Airplane,3-115387-A.ogg,1
1762,Glass breaking,1-84705-A.ogg,27
1763,Can opening,3-171937-A.ogg,4
1764,Toilet flush,5-202020-A.ogg,45
1765,Mouse click,1-18655-A.ogg,34
1766,Rooster,2-81270-A.ogg,38
1767,Drinking - sipping,3-174866-A.ogg,22
1768,Car horn,2-42101-A.ogg,5
1769,Wind,1-47709-A.ogg,50
1770,Crow,2-108767-B.ogg,17
1771,Fireworks,1-160563-B.ogg,24
1772,Pig,2-158746-D.ogg,35
1773,Mouse click,4-195305-A.ogg,34
1774,Engine,3-146186-A.ogg,23
1775,Engine,4-186938-A.ogg,23
1776,Rooster,5-194930-B.ogg,38
1777,Wind,2-205966-A.ogg,50
1778,Water drops,1-12653-A.ogg,49
1779,Sneezing,3-142601-A.ogg,42
1780,Train,5-188796-A.ogg,46
1781,Siren,3-51731-B.ogg,41
1782,Footsteps,5-243025-A.ogg,25
1783,Chirping birds,1-54918-A.ogg,8
1784,Glass breaking,1-20133-A.ogg,27
1785,Dog,1-110389-A.ogg,19
1786,Laughing,5-263775-A.ogg,33
1787,Brushing teeth,5-218196-A.ogg,3
1788,Frog,2-32515-A.ogg,26
1789,Water drops,4-212604-C.ogg,49
1790,Pig,1-208757-A.ogg,35
1791,Washing machine,2-102567-C.ogg,48
1792,Can opening,3-166546-A.ogg,4
1793,Washing machine,5-245040-A.ogg,48
1794,Wind,2-104952-A.ogg,50
1795,Engine,2-107228-A.ogg,23
1796,Crow,2-108763-A.ogg,17
1797,Sea waves,3-164630-A.ogg,39
1798,Cat,4-133047-A.ogg,6
1799,Thunderstorm,2-104105-A.ogg,44
1800,Washing machine,1-49098-A.ogg,48
1801,Pig,5-127990-A.ogg,35
1802,Brushing teeth,2-85434-A.ogg,3
1803,Clapping,3-177083-A.ogg,10
1804,Crying baby,1-211527-C.ogg,18
1805,Sneezing,1-59324-A.ogg,42
1806,Door knock,2-120218-B.ogg,21
1807,Keyboard typing,5-216131-A.ogg,32
1808,Rooster,4-164859-A.ogg,38
1809,Wind,5-179496-A.ogg,50
1810,Rain,5-193339-A.ogg,37
1811,Siren,4-121532-A.ogg,41
1812,Keyboard typing,3-154781-A.ogg,32
1813,Insects (flying),3-110913-D.ogg,31
1814,Siren,5-117120-A.ogg,41
1815,Hand saw,5-253094-C.ogg,28
1816,Snoring,1-53444-A.ogg,43
1817,Rain,1-56311-A.ogg,37
1818,Vacuum cleaner,2-141681-A.ogg,47
1819,Sheep,1-57795-A.ogg,40
1820,Crying baby,2-66637-B.ogg,18
1821,Cow,5-253085-B.ogg,14
1822,Dog,5-213855-A.ogg,19
1823,Mouse click,5-233019-A.ogg,34
1824,Fireworks,2-117615-E.ogg,24
1825,Clock tick,4-191327-A.ogg,12
1826,Sneezing,4-185415-A.ogg,42
1827,Pig,4-132383-B.ogg,35
1828,Chainsaw,3-118658-A.ogg,7
1829,Helicopter,2-188822-B.ogg,29
1830,Snoring,4-183882-A.ogg,43
1831,Crackling fire,1-17808-B.ogg,15
1832,Chainsaw,3-165856-A.ogg,7
1833,Frog,4-154793-A.ogg,26
1834,Wind,3-134699-A.ogg,50
1835,Chainsaw,2-77945-A.ogg,7
1836,Hen,1-18074-A.ogg,30
1837,Pig,4-132383-B.ogg,35
1838,Church bells,3-139109-A.ogg,9
1839,Chainsaw,3-118656-A.ogg,7
1840,Train,3-136451-A.ogg,46
1841,Crickets,3-155766-A.ogg,16
1842,Water drops,5-261439-A.ogg,49
1843,Mouse click,3-158056-A.ogg,34
1844,Clock alarm,1-13613-A.ogg,11
1845,Car horn,4-176638-A.ogg,5
1846,Breathing,3-166125-A.ogg,2
1847,Cow,5-194899-C.ogg,14
1848,Laughing,1-30039-A.ogg,33
1849,Clapping,2-76408-C.ogg,10
1850,Hand saw,3-102583-C.ogg,28
1851,Church bells,3-111102-A.ogg,9
1852,Clock alarm,2-117116-A.ogg,11
1853,Helicopter,2-37806-C.ogg,29
1854,Helicopter,4-161579-A.ogg,29
1855,Fireworks,3-251617-A.ogg,24
1856,Fireworks,3-172922-A.ogg,24
1857,Hen,3-187549-B.ogg,30
1858,Siren,1-76831-A.ogg,41
1859,Pouring water,3-154439-A.ogg,36
1860,Chainsaw,5-185579-A.ogg,7
1861,Fireworks,4-119647-B.ogg,24
1862,Chainsaw,1-19898-B.ogg,7
1863,Clock alarm,5-223176-A.ogg,11
1864,Water drops,5-261433-A.ogg,49
1865,Engine,3-259622-A.ogg,23
1866,Washing machine,4-218199-D.ogg,48
1867,Cat,4-133047-B.ogg,6
1868,Coughing,1-19118-A.ogg,13
1869,Pouring water,3-108451-A.ogg,36
1870,Rain,5-188655-A.ogg,37
1871,Thunderstorm,4-125072-B.ogg,44
1872,Sheep,2-110614-B.ogg,40
1873,Train,2-122066-B.ogg,46
1874,Laughing,4-164243-A.ogg,33
1875,Breathing,1-36393-A.ogg,2
1876,Car horn,4-175856-A.ogg,5
1877,Can opening,3-170002-A.ogg,4
1878,Drinking - sipping,1-85909-A.ogg,22
1879,Thunderstorm,2-39441-A.ogg,44
1880,Cow,4-174860-A.ogg,14
1881,Door knock,4-211502-A.ogg,21
1882,Door knock,4-182041-A.ogg,21
1883,Crow,1-75162-A.ogg,17
1884,Laughing,5-259514-A.ogg,33
1885,Frog,4-99644-B.ogg,26
1886,Dog,2-114587-A.ogg,19
1887,Sheep,4-188703-C.ogg,40
1888,Water drops,3-166326-A.ogg,49
1889,Mouse click,2-119139-A.ogg,34
1890,Hen,1-31251-B.ogg,30
1891,Car horn,4-178402-A.ogg,5
1892,Drinking - sipping,3-169907-A.ogg,22
1893,Fireworks,4-119647-A.ogg,24
1894,Chirping birds,1-34497-A.ogg,8
1895,Water drops,3-166324-A.ogg,49
1896,Car horn,2-138465-A.ogg,5
1897,Cow,2-103428-A.ogg,14
1898,Fireworks,2-117615-B.ogg,24
1899,Wind,5-217186-B.ogg,50
1900,Footsteps,2-209471-A.ogg,25
1901,Airplane,2-78781-A.ogg,1
1902,Hen,4-253649-A.ogg,30
1903,Crow,3-127890-C.ogg,17
1904,Clock alarm,2-78562-B.ogg,11
1905,Snoring,2-110417-B.ogg,43
1906,Helicopter,4-193480-A.ogg,29
1907,Water drops,5-254832-B.ogg,49
1908,Cat,3-146964-A.ogg,6
1909,Church bells,4-140034-A.ogg,9
1910,Insects (flying),5-198278-A.ogg,31
1911,Airplane,1-53467-A.ogg,1
1912,Car horn,2-138465-A.ogg,5
1913,Dog,3-155312-A.ogg,19
1914,Footsteps,2-209473-A.ogg,25
1915,Crickets,4-163697-A.ogg,16
1916,Crickets,2-80844-A.ogg,16
1917,Crow,2-109231-A.ogg,17
1918,Crow,5-222041-A.ogg,17
1919,Dog,1-30344-A.ogg,19
1920,Dog,5-203128-A.ogg,19
1921,Footsteps,4-194979-A.ogg,25
1922,Glass breaking,2-106881-A.ogg,27
1923,Wind,2-104952-A.ogg,50
1924,Keyboard typing,4-177243-A.ogg,32
1925,Drinking - sipping,3-145387-A.ogg,22
1926,Church bells,1-13571-A.ogg,9
1927,Rooster,4-183487-A.ogg,38
1928,Pouring water,1-51433-A.ogg,36
1929,Chainsaw,2-50667-B.ogg,7
1930,Crying baby,5-198411-E.ogg,18
1931,Rain,3-143929-A.ogg,37
1932,Insects (flying),2-81970-B.ogg,31
1933,Cow,2-103428-A.ogg,14
1934,Thunderstorm,5-156999-E.ogg,44
1935,Can opening,1-69165-A.ogg,4
1936,Clock tick,3-171012-A.ogg,12
1937,Cow,1-58277-A.ogg,14
1938,Mouse click,2-154688-A.ogg,34
1939,Frog,1-15689-A.ogg,26
1940,Engine,5-240671-A.ogg,23
1941,Train,4-168446-A.ogg,46
1942,Coughing,5-251489-A.ogg,13
1943,Frog,5-156026-A.ogg,26
1944,Breathing,4-205526-A.ogg,2
1945,Chainsaw,4-169127-B.ogg,7
1946,Chirping birds,2-72547-D.ogg,8
1947,Airplane,4-161105-A.ogg,1
1948,Fireworks,4-119648-C.ogg,24
1949,Glass breaking,3-203377-A.ogg,27
1950,Sea waves,1-28135-A.ogg,39
1951,Crying baby,5-198411-C.ogg,18
1952,Coughing,4-154443-A.ogg,13
1953,Door knock,3-180147-A.ogg,21
1954,Train,2-262579-A.ogg,46
1955,Keyboard typing,3-144120-A.ogg,32
1956,Chirping birds,5-243459-A.ogg,8
1957,Clock alarm,4-209536-A.ogg,11
1958,Keyboard typing,5-222894-A.ogg,32
1959,Church bells,2-61618-A.ogg,9
1960,Cat,1-47819-C.ogg,6
1961,Wind,1-29532-A.ogg,50
1962,Siren,3-51731-A.ogg,41
1963,Crackling fire,5-189212-A.ogg,15
1964,Clock alarm,3-117883-A.ogg,11
1965,Insects (flying),5-198278-A.ogg,31
1966,Door knock,4-182034-A.ogg,21
1967,Snoring,3-123086-A.ogg,43
1968,Water drops,4-197871-A.ogg,49
1969,Thunderstorm,5-156999-D.ogg,44
1970,Clock alarm,5-233645-A.ogg,11
1971,Vacuum cleaner,1-100210-A.ogg,47
1972,Chainsaw,4-169127-B.ogg,7
1973,Footsteps,1-155858-B.ogg,25
1974,Coughing,3-146873-A.ogg,13
1975,Crackling fire,4-182368-A.ogg,15
1976,Train,5-188945-A.ogg,46
1977,Crackling fire,2-30322-A.ogg,15
1978,Clock alarm,4-198841-A.ogg,11
1979,Chainsaw,5-170338-A.ogg,7
1980,Washing machine,1-32373-B.ogg,48
